TYPECOM,COM,REG,DEP,CTCD,ARR,TNCC,NCC,NCCENR,LIBELLE,CAN,COMPARENT
COM,29001,53.0,29,29D,292,1,ARGOL,Argol,Argol,2909,
COM,29002,53.0,29,29D,294,1,ARZANO,Arzano,Arzano,2925,
COM,29003,53.0,29,29D,294,1,AUDIERNE,Audierne,Audierne,2910,
COM,29004,53.0,29,29D,294,0,BANNALEC,Bannalec,Bannalec,2916,
COM,29005,53.0,29,29D,294,0,BAYE,Baye,Baye,2925,
COM,29006,53.0,29,29D,294,0,BENODET,Bénodet,Bénodet,2911,
COM,29007,53.0,29,29D,292,0,BERRIEN,Berrien,Berrien,2907,
COM,29008,53.0,29,29D,294,0,BEUZEC CAP SIZUN,Beuzec-Cap-Sizun,Beuzec-Cap-Sizun,2910,
COM,29010,53.0,29,29D,293,0,BODILIS,Bodilis,Bodilis,2914,
COM,29011,53.0,29,29D,291,0,BOHARS,Bohars,Bohars,2904,
COM,29012,53.0,29,29D,292,0,BOLAZEC,Bolazec,Bolazec,2907,
COM,29013,53.0,29,29D,292,0,BOTMEUR,Botmeur,Botmeur,2907,
COM,29014,53.0,29,29D,293,0,BOTSORHEL,Botsorhel,Botsorhel,2920,
COM,29015,53.0,29,29D,291,0,BOURG BLANC,Bourg-Blanc,Bourg-Blanc,2918,
COM,29016,53.0,29,29D,292,0,BRASPARTS,Brasparts,Brasparts,2907,
COM,29017,53.0,29,29D,291,0,BRELES,Brélès,Brélès,2927,
COM,29018,53.0,29,29D,292,0,BRENNILIS,Brennilis,Brennilis,2907,
COM,29019,53.0,29,29D,291,0,BREST,Brest,Brest,2998,
COM,29020,53.0,29,29D,294,0,BRIEC,Briec,Briec,2906,
COM,29021,53.0,29,29D,291,0,PLOUNEOUR BRIGNOGAN PLAGES,Plounéour-Brignogan-plages,Plounéour-Brignogan-plages,2915,
COM,29022,53.0,29,29D,292,0,CAMARET SUR MER,Camaret-sur-Mer,Camaret-sur-Mer,2909,
COM,29023,53.0,29,29D,293,0,CARANTEC,Carantec,Carantec,2917,
COM,29024,53.0,29,29D,292,0,CARHAIX PLOUGUER,Carhaix-Plouguer,Carhaix-Plouguer,2907,
COM,29025,53.0,29,29D,292,0,CAST,Cast,Cast,2909,
COM,29026,53.0,29,29D,292,0,CHATEAULIN,Châteaulin,Châteaulin,2909,
COM,29027,53.0,29,29D,292,0,CHATEAUNEUF DU FAOU,Châteauneuf-du-Faou,Châteauneuf-du-Faou,2906,
COM,29028,53.0,29,29D,294,0,CLEDEN CAP SIZUN,Cléden-Cap-Sizun,Cléden-Cap-Sizun,2910,
COM,29029,53.0,29,29D,292,0,CLEDEN POHER,Cléden-Poher,Cléden-Poher,2907,
COM,29030,53.0,29,29D,293,0,CLEDER,Cléder,Cléder,2926,
COM,29031,53.0,29,29D,294,0,CLOHARS CARNOET,Clohars-Carnoët,Clohars-Carnoët,2925,
COM,29032,53.0,29,29D,294,0,CLOHARS FOUESNANT,Clohars-Fouesnant,Clohars-Fouesnant,2911,
COM,29033,53.0,29,29D,292,2,CLOITRE PLEYBEN,Cloître-Pleyben,Le Cloître-Pleyben,2906,
COM,29034,53.0,29,29D,293,2,CLOITRE SAINT THEGONNEC,Cloître-Saint-Thégonnec,Le Cloître-Saint-Thégonnec,2920,
COM,29035,53.0,29,29D,291,0,COAT MEAL,Coat-Méal,Coat-Méal,2918,
COM,29036,53.0,29,29D,292,0,COLLOREC,Collorec,Collorec,2907,
COM,29037,53.0,29,29D,294,0,COMBRIT,Combrit,Combrit,2919,
COM,29038,53.0,29,29D,293,0,COMMANA,Commana,Commana,2914,
COM,29039,53.0,29,29D,294,0,CONCARNEAU,Concarneau,Concarneau,2908,
COM,29040,53.0,29,29D,291,2,CONQUET,Conquet,Le Conquet,2927,
COM,29041,53.0,29,29D,292,0,CORAY,Coray,Coray,2906,
COM,29042,53.0,29,29D,292,0,CROZON,Crozon,Crozon,2909,
COM,29043,53.0,29,29D,291,0,DAOULAS,Daoulas,Daoulas,2921,
COM,29044,53.0,29,29D,292,0,DINEAULT,Dinéault,Dinéault,2909,
COM,29045,53.0,29,29D,291,0,DIRINON,Dirinon,Dirinon,2921,
COM,29046,53.0,29,29D,294,0,DOUARNENEZ,Douarnenez,Douarnenez,2910,
COM,29047,53.0,29,29D,291,2,DRENNEC,Drennec,Le Drennec,2915,
COM,29048,53.0,29,29D,294,1,EDERN,Edern,Edern,2906,
COM,29049,53.0,29,29D,294,1,ELLIANT,Elliant,Elliant,2908,
COM,29051,53.0,29,29D,294,1,ERGUE GABERIC,Ergué-Gabéric,Ergué-Gabéric,2911,
COM,29053,53.0,29,29D,292,2,FAOU,Faou,Le Faou,2921,
COM,29054,53.0,29,29D,292,3,FEUILLEE,Feuillée,La Feuillée,2907,
COM,29055,53.0,29,29D,291,2,FOLGOET,Folgoët,Le Folgoët,2915,
COM,29056,53.0,29,29D,291,3,FOREST LANDERNEAU,Forest-Landerneau,La Forest-Landerneau,2913,
COM,29057,53.0,29,29D,294,3,FORET FOUESNANT,Forêt-Fouesnant,La Forêt-Fouesnant,2911,
COM,29058,53.0,29,29D,294,0,FOUESNANT,Fouesnant,Fouesnant,2911,
COM,29059,53.0,29,29D,293,0,GARLAN,Garlan,Garlan,2920,
COM,29060,53.0,29,29D,294,0,GOUESNACH,Gouesnach,Gouesnach,2911,
COM,29061,53.0,29,29D,291,0,GOUESNOU,Gouesnou,Gouesnou,2904,
COM,29062,53.0,29,29D,292,0,GOUEZEC,Gouézec,Gouézec,2906,
COM,29063,53.0,29,29D,294,0,GOULIEN,Goulien,Goulien,2910,
COM,29064,53.0,29,29D,291,0,GOULVEN,Goulven,Goulven,2915,
COM,29065,53.0,29,29D,294,0,GOURLIZON,Gourlizon,Gourlizon,2919,
COM,29066,53.0,29,29D,294,0,GUENGAT,Guengat,Guengat,2923,
COM,29067,53.0,29,29D,293,0,GUERLESQUIN,Guerlesquin,Guerlesquin,2920,
COM,29068,53.0,29,29D,293,0,GUICLAN,Guiclan,Guiclan,2914,
COM,29069,53.0,29,29D,291,0,GUILERS,Guilers,Guilers,2904,
COM,29070,53.0,29,29D,294,0,GUILER SUR GOYEN,Guiler-sur-Goyen,Guiler-sur-Goyen,2919,
COM,29071,53.0,29,29D,294,0,GUILLIGOMARC H,Guilligomarc'h,Guilligomarc'h,2925,
COM,29072,53.0,29,29D,294,0,GUILVINEC,Guilvinec,Guilvinec,2922,
COM,29073,53.0,29,29D,293,0,GUIMAEC,Guimaëc,Guimaëc,2920,
COM,29074,53.0,29,29D,293,0,GUIMILIAU,Guimiliau,Guimiliau,2914,
COM,29075,53.0,29,29D,291,0,GUIPAVAS,Guipavas,Guipavas,2912,
COM,29076,53.0,29,29D,291,0,MILIZAC GUIPRONVEL,Milizac-Guipronvel,Milizac-Guipronvel,2927,
COM,29077,53.0,29,29D,291,0,GUISSENY,Guissény,Guissény,2915,
COM,29078,53.0,29,29D,291,0,HANVEC,Hanvec,Hanvec,2921,
COM,29079,53.0,29,29D,293,0,HENVIC,Henvic,Henvic,2917,
COM,29080,53.0,29,29D,291,1,HOPITAL CAMFROUT,Hôpital-Camfrout,Hôpital-Camfrout,2921,
COM,29081,53.0,29,29D,292,0,HUELGOAT,Huelgoat,Huelgoat,2907,
COM,29082,53.0,29,29D,293,1,ILE DE BATZ,Île-de-Batz,Île-de-Batz,2926,
COM,29083,53.0,29,29D,294,1,ILE DE SEIN,Île-de-Sein,Île-de-Sein,2910,
COM,29084,53.0,29,29D,291,1,ILE MOLENE,Île-Molène,Île-Molène,2927,
COM,29085,53.0,29,29D,294,1,ILE TUDY,Île-Tudy,Île-Tudy,2919,
COM,29086,53.0,29,29D,291,1,IRVILLAC,Irvillac,Irvillac,2921,
COM,29087,53.0,29,29D,294,2,JUCH,Juch,Le Juch,2910,
COM,29089,53.0,29,29D,292,0,KERGLOFF,Kergloff,Kergloff,2907,
COM,29090,53.0,29,29D,294,0,KERLAZ,Kerlaz,Kerlaz,2910,
COM,29091,53.0,29,29D,291,0,KERLOUAN,Kerlouan,Kerlouan,2915,
COM,29093,53.0,29,29D,291,0,KERNILIS,Kernilis,Kernilis,2915,
COM,29094,53.0,29,29D,291,0,KERNOUES,Kernouës,Kernouës,2915,
COM,29095,53.0,29,29D,291,0,KERSAINT PLABENNEC,Kersaint-Plabennec,Kersaint-Plabennec,2918,
COM,29097,53.0,29,29D,293,0,LAMPAUL GUIMILIAU,Lampaul-Guimiliau,Lampaul-Guimiliau,2914,
COM,29098,53.0,29,29D,291,0,LAMPAUL PLOUARZEL,Lampaul-Plouarzel,Lampaul-Plouarzel,2927,
COM,29099,53.0,29,29D,291,0,LAMPAUL PLOUDALMEZEAU,Lampaul-Ploudalmézeau,Lampaul-Ploudalmézeau,2918,
COM,29100,53.0,29,29D,291,0,LANARVILY,Lanarvily,Lanarvily,2915,
COM,29101,53.0,29,29D,291,0,LANDEDA,Landéda,Landéda,2918,
