Nom,Lien,Prix,Lieu,Taille,Taille_terrain,Pieces
Maison carantec 5 pièce(s) 105 m2,https://www.etreproprio.com/immobilier-21670731-vente-maison-carantec-5-pieces-105-m2-carantec,415 000,Carantec 29660,105,467,5
A vendre. maison à vendre. carantec.,https://www.etreproprio.com/immobilier-21143124-vente-a-vendre-maison-a-vendre-carantec-carantec,550 000,Carantec 29660,140,1 241,6
Maison carantec 6 pièce(s) 140 m2,https://www.etreproprio.com/immobilier-18836590-vente-maison-carantec-6-pieces-140-m2-carantec,545 000,Carantec 29660,140,1 240,6
Maison 70m² à carantec,https://www.etreproprio.com/immobilier-21398071-vente-maison-70m-a-carantec-carantec,283 260,Carantec 29660,70,193,4
Maison 70m² à carantec,https://www.etreproprio.com/immobilier-21398070-vente-maison-70m-a-carantec-carantec,282 900,Carantec 29660,70,191,4
Maison 70m² à carantec,https://www.etreproprio.com/immobilier-21353435-vente-maison-70m-a-carantec-carantec,285 740,Carantec 29660,70,169,4
Maison 70m² à carantec,https://www.etreproprio.com/immobilier-21353436-vente-maison-70m-a-carantec-carantec,284 240,Carantec 29660,70,147,4
Maison 50m² à carantec,https://www.etreproprio.com/immobilier-21353437-vente-maison-50m-a-carantec-carantec,221 500,Carantec 29660,50,146,3
Maison 50m² à carantec,https://www.etreproprio.com/immobilier-21353438-vente-maison-50m-a-carantec-carantec,224 500,Carantec 29660,50,236,3
Maison 70m² à carantec,https://www.etreproprio.com/immobilier-21345139-vente-maison-70m-a-carantec-carantec,283 230,Carantec 29660,70,188,4
Maison 50m² à carantec,https://www.etreproprio.com/immobilier-21335409-vente-maison-50m-a-carantec-carantec,220 450,Carantec 29660,50,108,3
Maison 50m² à carantec,https://www.etreproprio.com/immobilier-21335408-vente-maison-50m-a-carantec-carantec,220 060,Carantec 29660,50,106,3
Maison a vendre brest guelmeur,https://www.etreproprio.com/immobilier-22901590-vente-maison-a-vendre-brest-guelmeur-brest,339 000,Brest 29200,165,300,8
Maison sur brest,https://www.etreproprio.com/immobilier-23705244-vente-maison-sur-brest-brest,216 000,Brest 29200,70,,
Maison brest kerbonne- en impasse- quartier prisé,https://www.etreproprio.com/immobilier-23697948-vente-maison-brest-kerbonne-en-impasse-quartier-prise-brest,517 000,Brest 29200,170,,6
Maison en pierres,https://www.etreproprio.com/immobilier-23705195-vente-maison-en-pierres-brest,177 600,Brest 29200,80,82,4
Finistere - brest (29200) - a vendre - maison - 6 pieces - 111 m² - 4 chambres - non mitoyenne - jardin clos -  garage  - quarti,https://www.etreproprio.com/immobilier-23693639-vente-finistere-brest-29200-a-vendre-maison-6-pieces-111-m-4-chambres-non-mitoyenne-jardin-clos-garage-quarti-brest,213 000,Brest 29200,112,,6
"Élégante maison rénovée – quartier haut de kerinou, brest",https://www.etreproprio.com/immobilier-22857047-vente-elegante-maison-renovee-quartier-haut-de-kerinou-brest-brest,423 280,Brest 29200,140,179,7
Maison 97m² à brest,https://www.etreproprio.com/immobilier-23669975-vente-maison-97m-a-brest-brest,225 000,Brest 29200,97,313,5
Maison 141m2 - saint marc,https://www.etreproprio.com/immobilier-23594176-vente-maison-141m2-saint-marc-brest,275 600,Brest 29200,142,577,6
Maison 158m² à brest,https://www.etreproprio.com/immobilier-23664359-vente-maison-158m-a-brest-brest,365 000,Brest 29200,158,435,7
Maison 90m² à brest,https://www.etreproprio.com/immobilier-22724597-vente-maison-90m-a-brest-brest,192 000,Brest 29200,90,254,5
Maison brest 6  pièce(s) à rénover,https://www.etreproprio.com/immobilier-23654435-vente-maison-brest-6-pieces-a-renover-brest,349 800,Brest 29200,,,6
A vendre maison brest rive gauche 6 pièces 93.26 m2,https://www.etreproprio.com/immobilier-23654436-vente-a-vendre-maison-brest-rive-gauche-6-pieces-9326-m2-brest,238 500,Brest 29200,93,330,6
Finistere - brest (29200) - a vendre - maison - 3 chambres - piece de vie lumineuse -  jardin - garage - proche toutes commodite,https://www.etreproprio.com/immobilier-23652105-vente-finistere-brest-29200-a-vendre-maison-3-chambres-piece-de-vie-lumineuse-jardin-garage-proche-toutes-commodite-brest,240 000,Brest 29200,70,,4
Brest - saint martin - maison de ville 110m² - garage,https://www.etreproprio.com/immobilier-22408163-vente-brest-saint-martin-maison-de-ville-110m-garage-brest,263 000,Brest 29200,110,,5
Finistere - brest (29200) - a vendre - maison de charme des annees 30 de 150 m² avec jardin clos et garage - 4 chambres - renova,https://www.etreproprio.com/immobilier-23652102-vente-finistere-brest-29200-a-vendre-maison-de-charme-des-annees-30-de-150-m-avec-jardin-clos-et-garage-4-chambres-renova-brest,524 998,Brest 29200,140,150,5
"En exclusivité orpi !! brest saint pierre,  maison au calme non mitoyenne",https://www.etreproprio.com/immobilier-23643336-vente-en-exclusivite-orpi-brest-saint-pierre-maison-au-calme-non-mitoyenne-brest,295 400,Brest 29200,120,520,5
"En exclusivité orpi !! brest saint pierre,  maison au calme non mitoyenne",https://www.etreproprio.com/immobilier-23643364-vente-en-exclusivite-orpi-brest-saint-pierre-maison-au-calme-non-mitoyenne-brest,295 400,Brest 29200,120,520,5
Élégante maison de ville rénovée – quartier saint-marc brest,https://www.etreproprio.com/immobilier-23644554-vente-elegante-maison-de-ville-renovee-quartier-saint-marc-brest-brest,247 925,Brest 29200,80,46,5
Finistere - brest (29200) - a vendre - maison de 150 m² avec extension contemporaine - espace de vie +60 m² - 3/4 chambres - jar,https://www.etreproprio.com/immobilier-23643339-vente-finistere-brest-29200-a-vendre-maison-de-150-m-avec-extension-contemporaine-espace-de-vie-60-m-34-chambres-jar-brest,483 000,Brest 29200,160,350,6
Brest lambezellec maison non mitoyenne de 98m² avec 4 chambres,https://www.etreproprio.com/immobilier-23471460-vente-brest-lambezellec-maison-non-mitoyenne-de-98m-avec-4-chambres-brest,238 500,Brest 29200,99,790,6
Jolie maison proche mer et commerces   idéal vacances ou investissement,https://www.etreproprio.com/immobilier-22712773-vente-jolie-maison-proche-mer-et-commerces-ideal-vacances-ou-investissement-camaret-sur-mer,273 000,Camaret-Sur-Mer 29570,95,,5
"Longère en pierre pleine de charme, au calme et proche de l’hyper centre",https://www.etreproprio.com/immobilier-22684578-vente-longere-en-pierre-pleine-de-charme-au-calme-et-proche-de-l-hyper-centre-camaret-sur-mer,374 400,Camaret-Sur-Mer 29570,114,1 695,7
"Longère en pierre pleine de charme, au calme et proche de l'",https://www.etreproprio.com/immobilier-22684750-vente-longere-en-pierre-pleine-de-charme-au-calme-et-proche-de-l-camaret-sur-mer,374 400,Camaret-Sur-Mer 29570,114,1 695,7
À vendre – camaret-sur-mer  spacieuse maison traditionnelle à deux pas des plages et du centre-ville,https://www.etreproprio.com/immobilier-21895743-vente-a-vendre-camaret-sur-mer-spacieuse-maison-traditionnelle-a-deux-pas-des-plages-et-du-centre-ville-camaret-sur-mer,299 000,Camaret-Sur-Mer 29570,153,2 617,10
Authentique maison bretonne proche du port de camaret-sur-mer,https://www.etreproprio.com/immobilier-22657791-vente-authentique-maison-bretonne-proche-du-port-de-camaret-sur-mer-camaret-sur-mer,378 350,Camaret-Sur-Mer 29570,128,,7
Maison de caractère à vendre à camaret-sur-mer – à deux pas du port et des commerces,https://www.etreproprio.com/immobilier-22657113-vente-maison-de-caractere-a-vendre-a-camaret-sur-mer-a-deux-pas-du-port-et-des-commerces-camaret-sur-mer,269 000,Camaret-Sur-Mer 29570,115,413,9
"Camaret-sur-mer – maison de ville pleine de charme, au cœur du quartier des artistes",https://www.etreproprio.com/immobilier-22616091-vente-camaret-sur-mer-maison-de-ville-pleine-de-charme-au-coeur-du-quartier-des-artistes-camaret-sur-mer,359 000,Camaret-Sur-Mer 29570,97,20,6
Maison 295m² à camaret-sur-mer,https://www.etreproprio.com/immobilier-22577406-vente-maison-295m-a-camaret-sur-mer-camaret-sur-mer,749 500,Camaret-Sur-Mer 29570,295,1 708,7
Maison de pêcheur avec annexe locative,https://www.etreproprio.com/immobilier-22571869-vente-maison-de-pecheur-avec-annexe-locative-camaret-sur-mer,282 150,Camaret-Sur-Mer 29570,86,414,5
Maison de pêcheur avec annexe locative,https://www.etreproprio.com/immobilier-22571854-vente-maison-de-pecheur-avec-annexe-locative-camaret-sur-mer,282 150,Camaret-Sur-Mer 29570,86,414,5
Maison plain-pied au centre ville,https://www.etreproprio.com/immobilier-22474725-vente-maison-plain-pied-au-centre-ville-camaret-sur-mer,271 700,Camaret-Sur-Mer 29570,84,477,5
Maison plain-pied au centre ville,https://www.etreproprio.com/immobilier-21589345-vente-maison-plain-pied-au-centre-ville-camaret-sur-mer,271 700,Camaret-Sur-Mer 29570,83,477,5
"Maison familiale avec jardin, proche commerces et quais camaret sur mer",https://www.etreproprio.com/immobilier-22209989-vente-maison-familiale-avec-jardin-proche-commerces-et-quais-camaret-sur-mer-camaret-sur-mer,367 500,Camaret-Sur-Mer 29570,100,922,7
Spacieuse propriété située à proximité immédiate de la plage,https://www.etreproprio.com/immobilier-22112313-vente-spacieuse-propriete-situee-a-proximite-immediate-de-la-plage-camaret-sur-mer,615 000,Camaret-Sur-Mer 29570,160,2 613,7
Maison 84m² à camaret-sur-mer,https://www.etreproprio.com/immobilier-22111185-vente-maison-84m-a-camaret-sur-mer-camaret-sur-mer,17 625,Camaret-Sur-Mer 29570,84,721,6
"Maison spacieuse à camaret-sur-mer, à deux pas de la plage !",https://www.etreproprio.com/immobilier-21907087-vente-maison-spacieuse-a-camaret-sur-mer-a-deux-pas-de-la-plage-camaret-sur-mer,488 800,Camaret-Sur-Mer 29570,147,5 470,8
Charmante maison néo-bretonne sur sous-sol,https://www.etreproprio.com/immobilier-21795918-vente-charmante-maison-neo-bretonne-sur-sous-sol-camaret-sur-mer,343 200,Camaret-Sur-Mer 29570,125,1 600,8
Maison sur le port de camaret-sur-mer,https://www.etreproprio.com/immobilier-21580891-vente-maison-sur-le-port-de-camaret-sur-mer-camaret-sur-mer,514 500,Camaret-Sur-Mer 29570,110,,7
Penty traditionnel,https://www.etreproprio.com/immobilier-21465122-vente-penty-traditionnel-camaret-sur-mer,299 915,Camaret-Sur-Mer 29570,94,505,5
"Contemporaine en bois avec vue mer, à 500m de la plage  camaret sur mer",https://www.etreproprio.com/immobilier-21395050-vente-contemporaine-en-bois-avec-vue-mer-a-500m-de-la-plage-camaret-sur-mer-camaret-sur-mer,378 000,Camaret-Sur-Mer 29570,93,1 274,5
Penty traditionnel,https://www.etreproprio.com/immobilier-21196510-vente-penty-traditionnel-camaret-sur-mer,299 915,Camaret-Sur-Mer 29570,94,505,5
Maison 70m² à carantec,https://www.etreproprio.com/immobilier-21335411-vente-maison-70m-a-carantec-carantec,283 190,Carantec 29660,70,193,4
Maison 70m² à carantec,https://www.etreproprio.com/immobilier-21335410-vente-maison-70m-a-carantec-carantec,285 250,Carantec 29660,70,158,4
Maison 70m² à carantec,https://www.etreproprio.com/immobilier-21323840-vente-maison-70m-a-carantec-carantec,287 200,Carantec 29660,70,253,4
Maison 50m² à carantec,https://www.etreproprio.com/immobilier-21317986-vente-maison-50m-a-carantec-carantec,220 900,Carantec 29660,50,138,3
Villa luxe première ligne golf nueva andalucía vues imprenables,https://www.etreproprio.com/immobilier-20908578-vente-villa-luxe-premiere-ligne-golf-nueva-andalucia-vues-imprenables-carantec,10 950 000,Carantec 29660,854,1 543,
"Villa de luxe à nueva andalucia, marbella",https://www.etreproprio.com/immobilier-20647698-vente-villa-de-luxe-a-nueva-andalucia-marbella-carantec,n.c.,Carantec 29660,,,
Nueva andalucia - exquise villa méditerranéenne,https://www.etreproprio.com/immobilier-19448430-vente-nueva-andalucia-exquise-villa-mediterraneenne-carantec,2 300 000,Carantec 29660,235,,7
Superbe villa moderne avec emplacement de choix en nueva andalucia,https://www.etreproprio.com/immobilier-19407670-vente-superbe-villa-moderne-avec-emplacement-de-choix-en-nueva-andalucia-carantec,3 395 000,Carantec 29660,621,,8
Villa de luxe sensationnelle dans la vallée du golf,https://www.etreproprio.com/immobilier-19375871-vente-villa-de-luxe-sensationnelle-dans-la-vallee-du-golf-carantec,3 690 000,Carantec 29660,393,,8
Superbe villa méditerranéenne au coeur de la vallée du golf,https://www.etreproprio.com/immobilier-19375870-vente-superbe-villa-mediterraneenne-au-coeur-de-la-vallee-du-golf-carantec,3 695 000,Carantec 29660,401,,10
Spectaculaire villa  récente à quelques pas de la plage,https://www.etreproprio.com/immobilier-19331738-vente-spectaculaire-villa-recente-a-quelques-pas-de-la-plage-carantec,4 750 000,Carantec 29660,491,,10
Villa moderne captivante avec intérieurs sur mesure,https://www.etreproprio.com/immobilier-19331737-vente-villa-moderne-captivante-avec-interieurs-sur-mesure-carantec,4 900 000,Carantec 29660,380,,7
Villa de luxe - vues panoramiques - nueva andaucia,https://www.etreproprio.com/immobilier-19311759-vente-villa-de-luxe-vues-panoramiques-nueva-andaucia-carantec,5 495 000,Carantec 29660,600,,9
Superbe villa renovée à nueva andalucia,https://www.etreproprio.com/immobilier-19280406-vente-superbe-villa-renovee-a-nueva-andalucia-carantec,6 995 000,Carantec 29660,457,,10
Villa - alhambra - 12 chambres - nueva andalucia,https://www.etreproprio.com/immobilier-19270518-vente-villa-alhambra-12-chambres-nueva-andalucia-carantec,10 850 000,Carantec 29660,1 467,,14
A vendre maison t7 plus salle de reception a brest lambezellec,https://www.etreproprio.com/immobilier-23637996-vente-a-vendre-maison-t7-plus-salle-de-reception-a-brest-lambezellec-brest,651 000,Brest 29200,164,7 456,7
A vendre brest maison plain pied quartier vieux st marc,https://www.etreproprio.com/immobilier-23047229-vente-a-vendre-brest-maison-plain-pied-quartier-vieux-st-marc-brest,349 000,Brest 29200,118,401,5
Finistere - brest (29200) - a vendre - maison t6 145m² - 4 chambres - garage - terrain clos 500m² - belle piece de vie,https://www.etreproprio.com/immobilier-23623093-vente-finistere-brest-29200-a-vendre-maison-t6-145m-4-chambres-garage-terrain-clos-500m-belle-piece-de-vie-brest,355 500,Brest 29200,145,500,6
"Barraine immo, a vendre à brest, secteur bergot , ensemble immobilier t8 6 chambres et deux studios  entièrement rénové",https://www.etreproprio.com/immobilier-22680591-vente-barraine-immo-a-vendre-a-brest-secteur-bergot-ensemble-immobilier-t8-6-chambres-et-deux-studios-entierement-renove-brest,409 500,Brest 29200,158,249,10
Maison brest 7 pièce(s) 150 m2,https://www.etreproprio.com/immobilier-19724228-vente-maison-brest-7-pieces-150-m2-brest,258 475,Brest 29200,150,245,7
"Coup de coeur expertimo   demeure d’architecte à kerangall, entre le moulin blanc et saint-marc",https://www.etreproprio.com/immobilier-23615140-vente-coup-de-coeur-expertimo-demeure-d-architecte-a-kerangall-entre-le-moulin-blanc-et-saint-marc-brest,738 000,Brest 29200,147,788,6
"Maison brest  - saint-pierre, 6 pièces",https://www.etreproprio.com/immobilier-23601348-vente-maison-brest-saint-pierre-6-pieces-brest,307 000,Brest 29200,101,420,6
"Nouveauté-a vendre- brest-maison de type 7, de 135 m²",https://www.etreproprio.com/immobilier-23599616-vente-nouveaute-a-vendre-brest-maison-de-type-7-de-135-m-brest,369 600,Brest 29200,135,456,7
"Brest - st pierre, maison 6 pièces, 4 chambres",https://www.etreproprio.com/immobilier-23601350-vente-brest-st-pierre-maison-6-pieces-4-chambres-brest,307 000,Brest 29200,139,423,6
Brest - belle maison t7,https://www.etreproprio.com/immobilier-22939016-vente-brest-belle-maison-t7-brest,253 800,Brest 29200,146,468,7
Maison 82m² à brest,https://www.etreproprio.com/immobilier-23576839-vente-maison-82m-a-brest-brest,270 000,Brest 29200,82,299,4
Exclusivité - rive droite - maison des années 30 - 4 chambres - très belle vue mer - petit jardinet - rare,https://www.etreproprio.com/immobilier-23567102-vente-exclusivite-rive-droite-maison-des-annees-30-4-chambres-tres-belle-vue-mer-petit-jardinet-rare-brest,367 500,Brest 29200,147,190,7
Maison 90m² à brest,https://www.etreproprio.com/immobilier-23085897-vente-maison-90m-a-brest-brest,201 400,Brest 29200,90,478,6
Maison brest 7 pièces 150 m²,https://www.etreproprio.com/immobilier-23556935-vente-maison-brest-7-pieces-150-m-brest,227 900,Brest 29200,150,200,7
Maison 80m² à brest,https://www.etreproprio.com/immobilier-23490010-vente-maison-80m-a-brest-brest,233 000,Brest 29200,80,,5
Maison brest secteur saint-pierre - t6 80 m²,https://www.etreproprio.com/immobilier-23317246-vente-maison-brest-secteur-saint-pierre-t6-80-m-brest,238 500,Brest 29200,80,300,6
A vendre - maison brest saint martin de 174m²  garage,https://www.etreproprio.com/immobilier-23510619-vente-a-vendre-maison-brest-saint-martin-de-174m-garage-brest,525 000,Brest 29200,175,165,7
"Maison  brest  maison t5 avec terrasses, parking et garage 114 m2",https://www.etreproprio.com/immobilier-23512229-vente-maison-brest-maison-t5-avec-terrasses-parking-et-garage-114-m2-brest,420 000,Brest 29200,114,176,5
Propriété de 1880 accès direct mer - aux portes de brest,https://www.etreproprio.com/immobilier-23497799-vente-propriete-de-1880-acces-direct-mer-aux-portes-de-brest-brest,1 090 000,Brest 29200,296,26 611,16
"En exclusivité , maison à brest stangalard / le bot",https://www.etreproprio.com/immobilier-23502502-vente-en-exclusivite-maison-a-brest-stangalard-le-bot-brest,294 000,Brest 29200,97,,6
Maison 140m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23894580-vente-maison-140m-a-carhaix-plouguer-carhaix-plouguer,136 740,Carhaix-Plouguer 29270,140,581,5
Maison 83m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23885178-vente-maison-83m-a-carhaix-plouguer-carhaix-plouguer,160 000,Carhaix-Plouguer 29270,83,2 121,4
Maison avec piscine couverte,https://www.etreproprio.com/immobilier-23869962-vente-maison-avec-piscine-couverte-carhaix-plouguer,569 000,Carhaix-Plouguer 29270,182,2 258,6
Magnifique propriété à vendre 13 pièces mael carhaix (22),https://www.etreproprio.com/immobilier-23876987-vente-magnifique-propriete-a-vendre-13-pieces-mael-carhaix-22-carhaix-plouguer,467 900,Carhaix-Plouguer 29270,416,1 786,13
Carhaix centre maison avec vie de plain-pied,https://www.etreproprio.com/immobilier-23541648-vente-carhaix-centre-maison-avec-vie-de-plain-pied-carhaix-plouguer,257 000,Carhaix-Plouguer 29270,123,699,6
Maison sur carhaix plouguer,https://www.etreproprio.com/immobilier-23855223-vente-maison-sur-carhaix-plouguer-carhaix-plouguer,156 000,Carhaix-Plouguer 29270,80,,
Finistère: carhaix. opportunité de rénovation. maison à deux étages sur un terrain de 870 m².,https://www.etreproprio.com/immobilier-23843044-vente-finistere-carhaix-opportunite-de-renovation-maison-a-deux-etages-sur-un-terrain-de-870-m-carhaix-plouguer,65 000,Carhaix-Plouguer 29270,58,876,4
Maison de 5 pièces de 75 m² située à carhaix-plouguer,https://www.etreproprio.com/immobilier-23804243-vente-maison-de-5-pieces-de-75-m-situee-a-carhaix-plouguer-carhaix-plouguer,137 000,Carhaix-Plouguer 29270,85,437,6
Maison 86m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23788798-vente-maison-86m-a-carhaix-plouguer-carhaix-plouguer,106 000,Carhaix-Plouguer 29270,86,491,5
Maison 123m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23767947-vente-maison-123m-a-carhaix-plouguer-carhaix-plouguer,294 000,Carhaix-Plouguer 29270,123,1 729,7
Maison 75m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23389602-vente-maison-75m-a-carhaix-plouguer-carhaix-plouguer,66 500,Carhaix-Plouguer 29270,75,402,5
"Carhaix, proche des commerces",https://www.etreproprio.com/immobilier-23141046-vente-carhaix-proche-des-commerces-carhaix-plouguer,97 200,Carhaix-Plouguer 29270,51,238,4
Maison 360m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23714084-vente-maison-360m-a-carhaix-plouguer-carhaix-plouguer,409 000,Carhaix-Plouguer 29270,360,67 862,11
Maison 103m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23102469-vente-maison-103m-a-carhaix-plouguer-carhaix-plouguer,125 000,Carhaix-Plouguer 29270,103,776,5
Maison 143m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23674094-vente-maison-143m-a-carhaix-plouguer-carhaix-plouguer,283 500,Carhaix-Plouguer 29270,143,951,6
Maison 118m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23631167-vente-maison-118m-a-carhaix-plouguer-carhaix-plouguer,220 000,Carhaix-Plouguer 29270,118,2 153,4
"En campagne, à 2 mn de carhaix",https://www.etreproprio.com/immobilier-23597348-vente-en-campagne-a-2-mn-de-carhaix-carhaix-plouguer,68 800,Carhaix-Plouguer 29270,48,140,2
Maison 103m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23592196-vente-maison-103m-a-carhaix-plouguer-carhaix-plouguer,131 500,Carhaix-Plouguer 29270,103,803,5
Maison de maître en centre-ville,https://www.etreproprio.com/immobilier-23575673-vente-maison-de-maitre-en-centre-ville-carhaix-plouguer,112 800,Carhaix-Plouguer 29270,134,527,7
Maison de charme au cœur de carhaix-plouguer - emplacement idéal – quartier calme – proximité immédiate des commodités,https://www.etreproprio.com/immobilier-22665281-vente-maison-de-charme-au-coeur-de-carhaix-plouguer-emplacement-ideal-quartier-calme-proximite-immediate-des-commodites-carhaix-plouguer,240 000,Carhaix-Plouguer 29270,110,398,5
Brest kergonan maison t6,https://www.etreproprio.com/immobilier-22673046-vente-brest-kergonan-maison-t6-brest,299 900,Brest 29200,113,325,5
Brest kergonan maison t6,https://www.etreproprio.com/immobilier-22673044-vente-brest-kergonan-maison-t6-brest,299 900,Brest 29200,113,325,5
Finistere - brest (29200) - a vendre - charmante maison familiale - 6 pieces - 4 chambres - expo sud - pas de vis a vis - jardin,https://www.etreproprio.com/immobilier-23492839-vente-finistere-brest-29200-a-vendre-charmante-maison-familiale-6-pieces-4-chambres-expo-sud-pas-de-vis-a-vis-jardin-brest,414 000,Brest 29200,126,,6
Belle maison année 30- jardin 4 moulins,https://www.etreproprio.com/immobilier-22407673-vente-belle-maison-annee-30-jardin-4-moulins-brest,375 661,Brest 29200,140,300,7
Maison 122m² à brest,https://www.etreproprio.com/immobilier-23478544-vente-maison-122m-a-brest-brest,212 000,Brest 29200,122,365,8
Maison 5 chambres avec jardin a vendre brest,https://www.etreproprio.com/immobilier-22425791-vente-maison-5-chambres-avec-jardin-a-vendre-brest-brest,474 750,Brest 29200,206,639,7
Exclusivité - brest - quartier 'la croix rouge' - 'kérinou' - maison - 108 m2 - extension récente - jardin clos,https://www.etreproprio.com/immobilier-23475291-vente-exclusivite-brest-quartier-la-croix-rouge-kerinou-maison-108-m2-extension-recente-jardin-clos-brest,227 000,Brest 29200,108,223,5
Exclusivite brest kerbonne maison t7 119.56 m² - possibilité 170 m² habitables  - terrain clos 340 m²,https://www.etreproprio.com/immobilier-22504494-vente-exclusivite-brest-kerbonne-maison-t7-11956-m-possibilite-170-m-habitables-terrain-clos-340-m-brest,217 813,Brest 29200,120,340,7
Maison en impasse,https://www.etreproprio.com/immobilier-23462491-vente-maison-en-impasse-brest,185 700,Brest 29200,76,304,5
Finistere - brest (29200) - a vendre - maison - t5 - 4 chambres - beau potentiel - terrain arbore -  sous sol complet - garage -,https://www.etreproprio.com/immobilier-23449688-vente-finistere-brest-29200-a-vendre-maison-t5-4-chambres-beau-potentiel-terrain-arbore-sous-sol-complet-garage-brest,243 000,Brest 29200,100,795,4
Maison a vendre brest lanredec,https://www.etreproprio.com/immobilier-22871381-vente-maison-a-vendre-brest-lanredec-brest,355 000,Brest 29200,118,,8
Kérangall - maison de charme de 129 m2,https://www.etreproprio.com/immobilier-23427690-vente-kerangall-maison-de-charme-de-129-m2-brest,312 000,Brest 29200,129,420,6
Maison 113m² à brest,https://www.etreproprio.com/immobilier-23408732-vente-maison-113m-a-brest-brest,305 000,Brest 29200,113,464,6
Maison 100 m - plain pied - 2 chambres - jardin paysage - veranda - en impasse,https://www.etreproprio.com/immobilier-23382658-vente-maison-100-m-plain-pied-2-chambres-jardin-paysage-veranda-en-impasse-brest,284 000,Brest 29200,100,380,5
Maison 150m² à brest,https://www.etreproprio.com/immobilier-23372016-vente-maison-150m-a-brest-brest,612 850,Brest 29200,150,520,7
Pilier rouge - petite maison individuelle avec terrasse et un lot de 3 garages (vendu avec locataires en place),https://www.etreproprio.com/immobilier-23379197-vente-pilier-rouge-petite-maison-individuelle-avec-terrasse-et-un-lot-de-3-garages-vendu-avec-locataires-en-place-brest,174 000,Brest 29200,60,122,2
Maison 89m² à brest,https://www.etreproprio.com/immobilier-23231757-vente-maison-89m-a-brest-brest,233 000,Brest 29200,89,426,4
Maison a vendre brest kervao proche bohars,https://www.etreproprio.com/immobilier-21228705-vente-maison-a-vendre-brest-kervao-proche-bohars-brest,470 000,Brest 29200,150,900,7
Maison t6 113m² proche mer - port de la maison blanche,https://www.etreproprio.com/immobilier-23330037-vente-maison-t6-113m-proche-mer-port-de-la-maison-blanche-brest,240 000,Brest 29200,113,544,6
charmante maison néo-bretonne - proche lycée la croix rouge,https://www.etreproprio.com/immobilier-22423463-vente-charmante-maison-neo-bretonne-proche-lycee-la-croix-rouge-brest,264 000,Brest 29200,128,307,7
Maison sur cast,https://www.etreproprio.com/immobilier-23885986-vente-maison-sur-cast-cast,138 761,Cast 29150,60,,
Maison 185m² à cast,https://www.etreproprio.com/immobilier-23780220-vente-maison-185m-a-cast-cast,275 000,Cast 29150,185,,8
Maison cast 5 pièce(s) 110 m2,https://www.etreproprio.com/immobilier-23688050-vente-maison-cast-5-pieces-110-m2-cast,227 000,Cast 29150,110,1 548,5
"Maison, 4 pièces, de 12o m² à cast 29150",https://www.etreproprio.com/immobilier-23694432-vente-maison-4-pieces-de-12o-m-a-cast-29150-cast,227 000,Cast 29150,120,1 548,4
Maison 110m² à cast,https://www.etreproprio.com/immobilier-23679627-vente-maison-110m-a-cast-cast,227 000,Cast 29150,110,1 548,5
Maison cast 6 pièce(s) 129 m2,https://www.etreproprio.com/immobilier-23638973-vente-maison-cast-6-pieces-129-m2-cast,274 900,Cast 29150,128,955,6
Maison 128m² à cast,https://www.etreproprio.com/immobilier-23631626-vente-maison-128m-a-cast-cast,274 900,Cast 29150,128,955,6
Maison cast 6 pièce(s) 142 m2,https://www.etreproprio.com/immobilier-23568533-vente-maison-cast-6-pieces-142-m2-cast,264 900,Cast 29150,142,1 200,6
Maison 142m² à cast,https://www.etreproprio.com/immobilier-23559271-vente-maison-142m-a-cast-cast,264 900,Cast 29150,142,1 200,6
Maison de 235 m² à cast 29150,https://www.etreproprio.com/immobilier-22673785-vente-maison-de-235-m-a-cast-29150-cast,398 500,Cast 29150,234,6 000,8
"Propriété 236m2, 7 pièces",https://www.etreproprio.com/immobilier-21347229-vente-propriete-236m2-7-pieces-cast,399 000,Cast 29150,236,27 640,7
"Immeuble de 8 pièces, 182 m² à cast 29150",https://www.etreproprio.com/immobilier-21642722-vente-immeuble-de-8-pieces-182-m-a-cast-29150-cast,139 000,Cast 29150,182,359,8
Maison 230m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23547826-vente-maison-230m-a-carhaix-plouguer-carhaix-plouguer,399 000,Carhaix-Plouguer 29270,230,2 133,8
Maison à vendre 3 pièces carhaix plouguer (29),https://www.etreproprio.com/immobilier-23494826-vente-maison-a-vendre-3-pieces-carhaix-plouguer-29-carhaix-plouguer,90 000,Carhaix-Plouguer 29270,56,286,3
Maison 56m² à carhaix-plouguer,https://www.etreproprio.com/immobilier-23280639-vente-maison-56m-a-carhaix-plouguer-carhaix-plouguer,90 000,Carhaix-Plouguer 29270,56,286,3
