Code INSEE,Nombre de maisons à vendre,Prix moyen au m2,Ville,GPS
22001,8,1204,Allineuc 22460,"{""type"":""MultiPolygon"",""coordinates"":[[[[-2.895509219868897,48.336058129817076],[-2.895041336761409,48.336085072472045],[-2.894671664755026,48.33552789261519],[-2.893299067503823,48.3346426884271],[-2.891138432302883,48.333981701133354],[-2.890452936243167,48.33387782397489],[-2.889375619563046,48.33383947825923],[-2.887804711494212,48.33419020330072],[-2.887097801289618,48.33480102279426],[-2.88688707617592,48.33539614990749],[-2.886923242657253,48.33575523300753],[-2.887156333459184,48.33606030065708],[-2.88767138821718,48.33647853641472],[-2.888460474486679,48.33693905746804],[-2.886967468181028,48.339447577308654],[-2.886344171051535,48.33929546592574],[-2.885914034273398,48.339043513690974],[-2.88621828507027,48.338715299000164],[-2.88620590113129,48.33858058443299],[-2.88502149674428,48.338227243112925],[-2.884886824571071,48.33823304505048],[-2.88419217568111,48.33877285855285],[-2.883865013182943,48.33855817765192],[-2.882349388698221,48.33936799731171],[-2.878108357581835,48.338376312076406],[-2.877972505141151,48.33747635464415],[-2.878662319782006,48.336941330843395],[-2.880484045442178,48.33592867097374],[-2.877513836585476,48.334101465907395],[-2.876826564422502,48.333509507563555],[-2.876042960655528,48.333532223598276],[-2.875922565762028,48.33383503297671],[-2.874755322258248,48.33397244319537],[-2.873461269723169,48.333943822291694],[-2.873288236013496,48.335010700002634],[-2.873137690030358,48.3353465802817],[-2.873428032905109,48.336200972146564],[-2.87192743976469,48.33626198706038],[-2.872432387975484,48.337499077957325],[-2.871824895946905,48.33748775289079],[-2.871833575767092,48.337577541396364],[-2.872314763140793,48.33820231892773],[-2.87081131995338,48.338262556089916],[-2.870794240031163,48.33772208719086],[-2.870441323397334,48.3373489625153],[-2.870096031250566,48.33721363785765],[-2.869269950786489,48.337316906256774],[-2.868979630202876,48.3379403008699],[-2.867847838134096,48.33811737801629],[-2.86734802660473,48.338876569846214],[-2.86699061681367,48.33882664359028],[-2.866162812502214,48.340163268194104],[-2.867323547134308,48.340317681871625],[-2.866965813374116,48.34088306490515],[-2.8661831537647,48.34092731560687],[-2.865651375763861,48.342334049010134],[-2.865558301548044,48.3434763250697],[-2.865977462400079,48.34335177760168],[-2.86613964273246,48.342828581649485],[-2.866794705815972,48.343035157522344],[-2.867225224801831,48.34300026054323],[-2.867545212175777,48.34293295562702],[-2.868368082089121,48.34254567374034],[-2.869141672434639,48.3424684789217],[-2.869614794419005,48.34250002452354],[-2.869741648071944,48.34256951064317],[-2.869736351660254,48.34271592856973],[-2.868670671408401,48.34343735497315],[-2.868117211674849,48.34371653700328],[-2.866915899768633,48.34407207306649],[-2.866291404931437,48.344381836140144],[-2.865476478810091,48.34459819361397],[-2.864406331508998,48.344746909955255],[-2.863287104946902,48.34506224771212],[-2.862344592892701,48.34550594420325],[-2.86097940737175,48.34508464244586],[-2.859494279265891,48.34447349685532],[-2.859198081113172,48.34373485441095],[-2.858848288853009,48.343340793914955],[-2.858823851072596,48.34189580729694],[-2.858437221143666,48.34067356332096],[-2.85789275770294,48.3406815963982],[-2.857771745615802,48.34031228447676],[-2.856781776219387,48.34006270951562],[-2.85777755115743,48.33956318508304],[-2.856434038766995,48.33928601596999],[-2.855528640121361,48.337378542383526],[-2.854939133280647,48.33669050553119],[-2.855387815895727,48.33639401872185],[-2.854795889717161,48.33621854103441],[-2.853937086369257,48.335772991401804],[-2.853890890025045,48.33562551678087],[-2.854368187712176,48.33552519447312],[-2.855033056457137,48.33565104978431],[-2.855634458837473,48.335863046215444],[-2.856648981980076,48.335872332006524],[-2.856815761430095,48.33490414423077],[-2.857536545409197,48.3341963016401],[-2.858076922972728,48.333836616391736],[-2.860050866018736,48.33287628360265],[-2.862145775018396,48.33154542900997],[-2.862437987342427,48.33016231013932],[-2.862272799411517,48.32954257644773],[-2.862684204815322,48.32903408420439],[-2.862709334356644,48.328737820197915],[-2.862441768351733,48.328291874677554],[-2.862432650423466,48.32720337772826],[-2.862289675794674,48.32708596636699],[-2.862542288261614,48.32677932086187],[-2.862451475737826,48.32663225646711],[-2.862611060694139,48.32635277975415],[-2.862515989946024,48.32615540363744],[-2.862584683780753,48.32566751686732],[-2.861906097026029,48.3249325042268],[-2.860448177261128,48.32406291395063],[-2.859726566673181,48.323766686447875],[-2.858253892111041,48.32375939885806],[-2.85642129674738,48.3241885459181],[-2.855541322504703,48.324122080355096],[-2.854606848920989,48.324258594438206],[-2.854179360713152,48.32411286504501],[-2.853667342132305,48.324410687406406],[-2.852984530126458,48.32464479041783],[-2.850555103965998,48.32451336770067],[-2.84998461768085,48.324395452632906],[-2.849392585483196,48.32441212483874],[-2.848759767317056,48.324305408680765],[-2.846532746227859,48.323646034432024],[-2.843957039500784,48.32547132947798],[-2.843656343806275,48.32584526492971],[-2.843711651275058,48.32628189207217],[-2.842024374510508,48.32618216121974],[-2.840981348524085,48.32640151680323],[-2.840083120711252,48.326414327062345],[-2.84035843826024,48.32489859723222],[-2.838669666924284,48.32469965539811],[-2.837829921707994,48.32447138636467],[-2.837413092350041,48.324311539542684],[-2.837304370734287,48.32391724543066],[-2.837321873653979,48.323307411946146],[-2.837714535287778,48.322872113608874],[-2.839181636991249,48.32191640381657],[-2.838111034545049,48.32114380261519],[-2.837359732780195,48.3213703719871],[-2.836130163289198,48.32191917587106],[-2.835253882985372,48.32197056515813],[-2.835062897972001,48.32187083166895],[-2.835001943780847,48.32055395780509],[-2.836231336177507,48.32018651055998],[-2.836817054495457,48.319918506087774],[-2.836472268191933,48.31961526147089],[-2.83585920706969,48.31967350507251],[-2.8346452270213,48.31994816612466],[-2.834366865334704,48.31971922361457],[-2.833416060589415,48.319976367630915],[-2.832771514807768,48.319446126519956],[-2.831730589905964,48.31956155264195],[-2.831155231975884,48.31897195456029],[-2.831049399983562,48.31899341573475],[-2.830748379725963,48.3198527027723],[-2.830791656614087,48.32069409927012],[-2.829510166119976,48.32064093885898],[-2.828849323020613,48.319756026509715],[-2.828743741132909,48.31948697387153],[-2.828734781798459,48.318893786616684],[-2.828875373065037,48.318429450767105],[-2.829218566107981,48.31814547928575],[-2.829278851417249,48.317871853583576],[-2.829242096324376,48.317784351490204],[-2.828898262138668,48.317769735619834],[-2.828533593912258,48.31753060313891],[-2.827841435288762,48.31655791534544],[-2.827697838401915,48.31365187797395],[-2.827460832081254,48.313465990417015],[-2.827471231012283,48.311851486151504],[-2.826396828812919,48.31104108795282],[-2.82550080534962,48.309008460476],[-2.827523581437341,48.30876075314832],[-2.827604460286609,48.30862414383747],[-2.827249940864109,48.30830511699766],[-2.827263693076748,48.30781906694843],[-2.827530873502008,48.307703942872564],[-2.828666505858109,48.30766416337197],[-2.829201885068293,48.306686852253115],[-2.829795471406446,48.30603956986225],[-2.828723105350847,48.30544200769198],[-2.828736516946102,48.304562621446664],[-2.828620301764355,48.30378255477177],[-2.828079063820474,48.30221780716697],[-2.828183177489876,48.30215673551747],[-2.828249789288812,48.301037448747635],[-2.82803668983663,48.29885836144921],[-2.828220247628196,48.29848933343442],[-2.828520268086139,48.29828056071329],[-2.829379963590512,48.298290466170066],[-2.830249256637022,48.298399132266454],[-2.830562508430799,48.29757801777181],[-2.830510523259416,48.29717008825677],[-2.830144777440499,48.29640774802318],[-2.829022067574843,48.29461006216746],[-2.828776771460317,48.29362885750864],[-2.828615165064097,48.293366175681214],[-2.827058386981509,48.291957083430695],[-2.827443780700301,48.2917504142551],[-2.828796816178668,48.29267515667326],[-2.829297297760206,48.292750600533935],[-2.831920339337666,48.2919598094225],[-2.83245825703018,48.29125118991628],[-2.833390011006934,48.29111946658421],[-2.834397796473759,48.29107600380566],[-2.835159907778246,48.291267512356505],[-2.83558567928385,48.29147383007894],[-2.837287980966537,48.29093951447495],[-2.837583543520971,48.29052072188837],[-2.839578112863847,48.29020830088146],[-2.840950035334655,48.28987701839589],[-2.842144250856692,48.29007598258973],[-2.843889424714336,48.28962425245232],[-2.844014693658234,48.28988781313067],[-2.846266104607092,48.28956346927196],[-2.846419808642965,48.289425943068196],[-2.8483004730862,48.289512371338134],[-2.848683404380313,48.28945461393147],[-2.848849454255941,48.289330908190365],[-2.849019765863765,48.28935495333949],[-2.849376131398439,48.2891920485578],[-2.84986085319518,48.28917435619828],[-2.850157421643755,48.28906944546698],[-2.85044540360458,48.28909397531306],[-2.850859703138732,48.28946410881397],[-2.851032341201686,48.28942397894708],[-2.851532430512066,48.289520099262866],[-2.852547578742355,48.28943371085972],[-2.853209759348019,48.28969862546289],[-2.853874510661908,48.289707180879134],[-2.85495387993084,48.28988193724775],[-2.855441041587125,48.289849665884844],[-2.855557700777382,48.28995034334446],[-2.856126978294645,48.28991490014697],[-2.856922910514681,48.28966882493483],[-2.85708122004749,48.28953646843113],[-2.857999127911461,48.28964522276491],[-2.858410801497765,48.28950571051406],[-2.85940544165329,48.28934449370489],[-2.860167617524895,48.289050448098145],[-2.860213888908731,48.28871342909782],[-2.860348741482775,48.288601178098475],[-2.863972403151063,48.287599388394696],[-2.864529329663127,48.28762316092357],[-2.865934283760301,48.288135320724386],[-2.868569722631233,48.28800709873776],[-2.869472638287601,48.288114704562574],[-2.87054058100786,48.28813831352215],[-2.871425404020691,48.28773253379017],[-2.871937720651713,48.28736872642775],[-2.872443518381182,48.287176664263136],[-2.873020180427673,48.286771758139565],[-2.873452559118724,48.286636573884216],[-2.873506422486495,48.28646517777002],[-2.873791532344346,48.286221830706396],[-2.873879339335418,48.28595491389064],[-2.87408697871197,48.285804740054886],[-2.874104450552257,48.28542854231051],[-2.874499782557687,48.28509490041074],[-2.875666359977403,48.28448920751875],[-2.875790745771577,48.28428362477215],[-2.876374501919424,48.28399112505324],[-2.876606105857902,48.28422500791918],[-2.876246671271255,48.28473461207849],[-2.876491031434253,48.28504635486668],[-2.877415371259607,48.28528546110705],[-2.877532813430679,48.28552592634026],[-2.877915619956311,48.28551589583246],[-2.878101819299097,48.28560948284447],[-2.878377371413237,48.28599455529984],[-2.878890007464819,48.2859365563862],[-2.878956853446311,48.286159690011324],[-2.87944147503245,48.28618969807685],[-2.879975775806238,48.28632549910912],[-2.881844526047656,48.28718790972019],[-2.88181380509394,48.2873121441288],[-2.881461585442406,48.287535395882955],[-2.881452916097982,48.287651314014425],[-2.88174116524748,48.28799244010318],[-2.881721620340498,48.28820453702926],[-2.881319890012685,48.28848077890939],[-2.881358114092061,48.28876217768344],[-2.881647372597726,48.28893092653668],[-2.881677331760858,48.289029582793376],[-2.881398724123525,48.28934300004517],[-2.881470502331961,48.289428746928536],[-2.881885302913578,48.28947485482532],[-2.882013349930378,48.289676894280504],[-2.882191042702368,48.28975465907106],[-2.883626822456093,48.29011711713061],[-2.883666258090112,48.29022793225299],[-2.883437605066566,48.290601120067926],[-2.88353287776908,48.29101771872707],[-2.883441363543727,48.29144452430528],[-2.88371661471107,48.29157246371233],[-2.883778047229985,48.29172278358861],[-2.883603274592144,48.29221508878742],[-2.883856335826098,48.292362178130496],[-2.884298372052305,48.29237353916798],[-2.884461460607127,48.29270736159969],[-2.885246306032531,48.29308779690488],[-2.885879191519967,48.29354797917203],[-2.885877201926728,48.293771833150224],[-2.885512409859275,48.29394339141297],[-2.885364155412912,48.29411679027959],[-2.884804562837088,48.2951696120351],[-2.884747076975127,48.2953808924265],[-2.884962894480871,48.29596832175976],[-2.885252739594987,48.29634725499596],[-2.885888716042475,48.2968226220734],[-2.886092758726847,48.29725635420526],[-2.886550358543121,48.29735805908425],[-2.88739671966124,48.297333020174904],[-2.888331702492627,48.2977492623791],[-2.889147580545187,48.298285117843626],[-2.889435071805396,48.29860641652026],[-2.890340384250572,48.3001095150175],[-2.890376353434056,48.30037027232818],[-2.890134878462099,48.300870422940825],[-2.890264922880699,48.30101731875956],[-2.890262124153044,48.30146316290221],[-2.890065843872029,48.30208917658799],[-2.890167301166725,48.30243959856266],[-2.890565334437214,48.30274545866208],[-2.891240392440567,48.30297705312388],[-2.893516027231185,48.302696632815454],[-2.894583476344993,48.30248367785643],[-2.89525534878746,48.30228864986765],[-2.89564771375042,48.30207328253355],[-2.896309564479374,48.30137890673316],[-2.896639556573047,48.30116213747809],[-2.897199860934512,48.301214467013125],[-2.897882594526698,48.30144203217621],[-2.898195914838779,48.30146247825959],[-2.898630024005441,48.30135418712177],[-2.898917771164828,48.301182828157145],[-2.899711209829413,48.30036005597547],[-2.900403121787107,48.29992219352283],[-2.900632687495491,48.299798847989436],[-2.901210037645476,48.29978624710207],[-2.901431600117177,48.29984465125494],[-2.903423287209032,48.301131886617576],[-2.903642500080029,48.301458371876535],[-2.903697040143876,48.30185985291985],[-2.903447815578737,48.303530636698554],[-2.903597122108992,48.30423414499403],[-2.90373247576587,48.30448812983341],[-2.904240120785452,48.304938243214075],[-2.905761273831883,48.306139790501064],[-2.906637247920993,48.306569677214995],[-2.907713833545258,48.30688306139622],[-2.909649009634093,48.307218453393304],[-2.911725221352879,48.307400593187694],[-2.912849081266483,48.308350360910346],[-2.913011792201768,48.308606576979486],[-2.913072154547389,48.30884265232373],[-2.912954896241465,48.30941152508078],[-2.912444636772329,48.30994953881478],[-2.910873181513543,48.310540644568],[-2.91010253353886,48.311072725413595],[-2.907714359491664,48.31383302801344],[-2.907820663449733,48.3142012413803],[-2.907671875118688,48.314562359534015],[-2.908013391008977,48.314556111025304],[-2.907914049948485,48.314671151634904],[-2.908109855561788,48.31475248779633],[-2.908179086235655,48.314887069265815],[-2.908087313402837,48.31496113065765],[-2.90775619363271,48.31484325230998],[-2.907753993741235,48.31506441158278],[-2.908228776155568,48.31508849146084],[-2.908037388709377,48.31533535064942],[-2.908066296910982,48.31553239846513],[-2.908172959688923,48.31560285361732],[-2.908414778629678,48.31555196584683],[-2.908466485021624,48.3158074216142],[-2.908404741122571,48.31587186142795],[-2.908166219983166,48.31585581831471],[-2.907954916444042,48.316190288053164],[-2.908167901799538,48.316448506912856],[-2.908150437186106,48.31665418890429],[-2.90834375052946,48.3169539919378],[-2.908243022311637,48.317153010201025],[-2.907918438051423,48.31716562991598],[-2.907926920371207,48.31759016111169],[-2.90815519399228,48.31817693335716],[-2.908872922881816,48.31866524798281],[-2.908721941363595,48.319067076480636],[-2.908787127697636,48.31956275573177],[-2.908508283978071,48.319886166276426],[-2.908344475603889,48.3204266775021],[-2.908033883671754,48.32063618715407],[-2.905810463079097,48.321147015603266],[-2.903361444649429,48.32203447427644],[-2.901081589748841,48.32252547144347],[-2.899324635176781,48.32304716177209],[-2.898995741905334,48.32320252234199],[-2.898747733314252,48.323500005761936],[-2.896759732512398,48.32377154095494],[-2.89620375768729,48.324567976930595],[-2.896132805172989,48.32534652838498],[-2.895881698822227,48.32579753676675],[-2.895880163547712,48.325988884969746],[-2.892048587890754,48.32736367797767],[-2.891736108316407,48.32738827753621],[-2.891570841584446,48.32761575529929],[-2.891117596807576,48.328702063914676],[-2.890793687347272,48.33016987665707],[-2.890829626569651,48.33117856865505],[-2.89113417184844,48.3314692418661],[-2.891790525729127,48.331615166167865],[-2.891897281906569,48.33201223367926],[-2.891907036153152,48.33302854581137],[-2.892484134821631,48.33333630558905],[-2.89272855253051,48.33373011870006],[-2.893392526206606,48.334221204782835],[-2.89347549069107,48.334393902934536],[-2.894034626749845,48.33456541459395],[-2.895056873353598,48.33533094615959],[-2.895509219868897,48.336058129817076]]]]}"
22002,1,2800,Andel 22400,"{""type"":""MultiPolygon"",""coordinates"":[[[[-2.566715240325051,48.48376066447321],[-2.567020254130391,48.48402681861072],[-2.567079711503203,48.48436943321766],[-2.567997016732774,48.484665458000975],[-2.568873516494304,48.48474334242846],[-2.56937287880784,48.48462970582902],[-2.569745572711096,48.484664508181936],[-2.570022830869405,48.484771430606955],[-2.57038542882368,48.48511964558727],[-2.570502387819181,48.48536486443196],[-2.570668637022622,48.48542288942902],[-2.570992837729663,48.485205645722374],[-2.57126195398868,48.4851848858486],[-2.571481402622714,48.485347729991624],[-2.571546505331539,48.48575591295214],[-2.572444628166161,48.4862665441907],[-2.572925424899758,48.48620787631627],[-2.573532631544327,48.48640660455093],[-2.574480576560474,48.48642878414782],[-2.575181534654583,48.486603256577894],[-2.576229863476934,48.48652330326813],[-2.576733873326436,48.486861243902055],[-2.576931262011477,48.487122515999346],[-2.576983067527529,48.487660287228124],[-2.576219288629822,48.488540333275836],[-2.576019538082166,48.48962111976133],[-2.575801423412361,48.489904634306775],[-2.573987143853079,48.49033532664329],[-2.572988651588217,48.4907952959382],[-2.57315232601261,48.491109562655886],[-2.573138262913524,48.49136003407054],[-2.572782564866587,48.49195753509188],[-2.572649745286931,48.49295399840905],[-2.572712277790254,48.493261293697046],[-2.573460694740374,48.493677046709465],[-2.573995575684073,48.49387105772307],[-2.574313843617859,48.493916523133535],[-2.575240416352666,48.493851326799565],[-2.576986670644592,48.493099156340634],[-2.577154711252534,48.492944253709155],[-2.577518359339136,48.491975705431805],[-2.578046702699879,48.49195536632695],[-2.578879352973312,48.49224447380307],[-2.579849987332342,48.49334505964782],[-2.57986935185754,48.493463192419725],[-2.579521887715007,48.49408648173308],[-2.579566324865293,48.49440184112435],[-2.579760864671979,48.49466143929894],[-2.580265000970403,48.49487220125977],[-2.580673392227311,48.49477001627286],[-2.580868512688568,48.494831179263564],[-2.580853147272686,48.495069087969306],[-2.581871700319384,48.4959689982457],[-2.582327090792158,48.495938547525455],[-2.582980790200404,48.4960755227691],[-2.583480926775058,48.49604476509275],[-2.585149099187907,48.496431578218804],[-2.58488266921754,48.49696178499134],[-2.584881445237357,48.49737037997559],[-2.585004486557879,48.497939063740674],[-2.585204103680323,48.49828409064872],[-2.585247783678444,48.49896112519156],[-2.585368139175094,48.49918633087716],[-2.586143895208532,48.499423961235294],[-2.587276940722405,48.499232612769205],[-2.588420578074287,48.499891198314316],[-2.588913014719582,48.50000417630654],[-2.589372126098135,48.50055521799877],[-2.59109613444334,48.5011963514824],[-2.591588544024317,48.501499610929415],[-2.592737663563754,48.50258988689102],[-2.593125318626853,48.503348103112224],[-2.592174595293321,48.50392591889635],[-2.592236181785408,48.50490963870923],[-2.591911288746902,48.50523518988028],[-2.591364365167321,48.50555316807314],[-2.590733902987408,48.505749723588025],[-2.588836299566659,48.50587430924948],[-2.587769088173726,48.50583169199171],[-2.587370566329017,48.50592531564055],[-2.586816281831517,48.50623820671755],[-2.586620624202696,48.50652879591808],[-2.585907848672993,48.50718823827064],[-2.584952147241808,48.50744065725204],[-2.583611301673684,48.50800158802955],[-2.583171545805062,48.50801416775965],[-2.581915945390989,48.507732356272605],[-2.582092338348201,48.507133352209415],[-2.581714708992561,48.507143003631604],[-2.580286598792275,48.50744556678711],[-2.579214875932318,48.50755188681783],[-2.577895521918913,48.507971053062626],[-2.576765734958449,48.50796554724694],[-2.575442031866551,48.508089087932994],[-2.575176071629654,48.508025832691494],[-2.574089566711692,48.508044420532855],[-2.572122070681687,48.508456995479115],[-2.570264656956531,48.508654241788165],[-2.568646634995449,48.50869051883853],[-2.568386233231299,48.50874332344489],[-2.568410672842588,48.50879448231615],[-2.56707064322054,48.50890516667441],[-2.564811444930557,48.508948930350314],[-2.56202139310128,48.50887595328954],[-2.560852776514426,48.508606980418996],[-2.556585639051009,48.507070912538474],[-2.553110031618397,48.5045624684382],[-2.551549031549967,48.50306095669317],[-2.550627481884046,48.501855965358075],[-2.550317692492512,48.501608933513104],[-2.549507187394656,48.501349254176844],[-2.546342421216187,48.50089846322156],[-2.545938088629565,48.50092458217767],[-2.54482834831389,48.50137596388252],[-2.541597349668522,48.502184366231106],[-2.539994560042342,48.50243959146854],[-2.535956471380846,48.502430610729775],[-2.533324660553532,48.50252814988078],[-2.531661531014975,48.502379362193956],[-2.530042488866721,48.50248100059714],[-2.530025297520592,48.50344943359],[-2.529598045860296,48.50359289611284],[-2.527003328007316,48.50401681705903],[-2.526773109734863,48.50411140979232],[-2.525792873415122,48.504943438686404],[-2.523726589515797,48.50632562277805],[-2.522053565981602,48.50699778738943],[-2.521517813738875,48.50706510708918],[-2.519001293240113,48.501586591858036],[-2.517429148482911,48.49344889085081],[-2.516666097091654,48.491807042500646],[-2.516766796700284,48.49152640847636],[-2.519200318928888,48.489384137290706],[-2.519420083542322,48.48892030364963],[-2.519801252833297,48.48845617145643],[-2.51992333506096,48.48799237357873],[-2.520888091972922,48.48629445823703],[-2.521249972296988,48.48595656787451],[-2.522136092570321,48.485508594027664],[-2.522997205192879,48.484694741810685],[-2.52384643699944,48.48321499818262],[-2.523827800029746,48.4826134576491],[-2.524190232601969,48.48193374347215],[-2.524032753987361,48.481765226740784],[-2.523824190116692,48.48073876222846],[-2.524151254788478,48.47990377894652],[-2.524865730298899,48.47912829889919],[-2.525076908752849,48.47895703432324],[-2.525572166847865,48.47884287265081],[-2.52573639040721,48.47881808507278],[-2.525996788280387,48.478907854569],[-2.526294642266756,48.47863244666086],[-2.526962847052297,48.47880781707057],[-2.527359365164473,48.47909504883676],[-2.527848306626686,48.4791525168867],[-2.528934212426356,48.478645567777065],[-2.529209601511116,48.47836308289835],[-2.530007476165023,48.47813468808882],[-2.530445888909145,48.47789329455663],[-2.531652007100199,48.47776759103784],[-2.532011082216738,48.47793120226865],[-2.532237221928778,48.47794049121011],[-2.532353511191368,48.477667224794054],[-2.532680688882876,48.47756718726221],[-2.533258898667287,48.47787928971931],[-2.533143038508227,48.47807948970936],[-2.53320710170063,48.478570697575414],[-2.533421933361339,48.47890967640905],[-2.533565767019108,48.47896158226932],[-2.534462098863747,48.478869246301585],[-2.534865448033121,48.47902807750728],[-2.53527712140476,48.478957456230845],[-2.535442138293673,48.47881177391214],[-2.535260837283229,48.47868766998636],[-2.53535002908436,48.47851757100051],[-2.535433615319148,48.47846136315234],[-2.535911022589118,48.478448092691096],[-2.536576392635849,48.47806982354878],[-2.537190283324167,48.47828284504713],[-2.537095748736945,48.478479348118185],[-2.53721536675763,48.47859731180279],[-2.537716144411716,48.47856129896031],[-2.538256745588392,48.47868394854795],[-2.539092764601766,48.47850872077618],[-2.5405439402851,48.47854553075744],[-2.541015314470684,48.47884725900127],[-2.54151071434894,48.478798855897885],[-2.542203089194648,48.478907180031456],[-2.542768686388156,48.47867602680872],[-2.543503335628352,48.478696693549594],[-2.544031954130908,48.47843660058806],[-2.544162857429822,48.47844310538398],[-2.54431836761459,48.47866940750276],[-2.54471316357332,48.47888812727093],[-2.545077924991296,48.47896395777001],[-2.545388191528663,48.478819583966704],[-2.544771021160431,48.478524689991346],[-2.544721580719251,48.478339421507236],[-2.544880411064228,48.47818679935778],[-2.545449322895629,48.478217909889274],[-2.545928210547693,48.47835964452813],[-2.546304120030138,48.478335748396304],[-2.546363066206949,48.47818779630264],[-2.546234643701919,48.47771763683174],[-2.54645999576305,48.47743744775729],[-2.547248662656738,48.47736628231881],[-2.547673487996054,48.477189486858194],[-2.548119548419122,48.47723895796559],[-2.548485624785658,48.47714787711832],[-2.548729453742307,48.477311422186105],[-2.548677378435694,48.47744733053995],[-2.548434479830704,48.47761291086955],[-2.548448099985372,48.477780014411934],[-2.549026175584718,48.477743943226685],[-2.549134524640317,48.47749898468093],[-2.54930698198752,48.477500833422084],[-2.549649565656992,48.4778283976041],[-2.550355947955673,48.478235427767544],[-2.550446295219526,48.478601852200555],[-2.550992399953667,48.47886577554753],[-2.551527351167591,48.47898592530285],[-2.551954457533576,48.478958712472426],[-2.552091295290601,48.47905962341543],[-2.552367268907383,48.47901423448123],[-2.552824187638805,48.47916598954217],[-2.552963095519466,48.47910717775215],[-2.553540241374314,48.47931823174436],[-2.554328216266751,48.479470708108956],[-2.554483473799891,48.47943818372502],[-2.554265734351691,48.47921390611512],[-2.554527386576079,48.47907178461558],[-2.554686523862708,48.47908867917333],[-2.554829026955257,48.4794093699979],[-2.554614092138618,48.479710732282285],[-2.554382259962085,48.47976307693842],[-2.554247879964947,48.47989021778702],[-2.554235965578467,48.47999538885502],[-2.55485851218219,48.480621860407574],[-2.554725652885504,48.48076335979369],[-2.554097385188966,48.480953316607],[-2.55368374775079,48.481581429176956],[-2.553833835173025,48.48185847733715],[-2.553858014719118,48.482662682563976],[-2.553944332954889,48.48277317253563],[-2.554089507436149,48.48278621317472],[-2.554146016484214,48.48290982307859],[-2.554069020463162,48.48334811323933],[-2.554429531646051,48.48346018925316],[-2.55452991024094,48.484048893793336],[-2.554826851884152,48.484188295970384],[-2.55506954696598,48.48423825167047],[-2.555638353227134,48.484190861987884],[-2.555799918199954,48.484409652827644],[-2.555998604335297,48.484492330957316],[-2.556168819432721,48.484460006166614],[-2.556540765343609,48.484129641489716],[-2.556673485986687,48.48408915263115],[-2.556970962459743,48.48419515676047],[-2.55701678929815,48.48444822854466],[-2.556570142739556,48.48476496014922],[-2.556745057457948,48.484956069299095],[-2.557580029761462,48.48493678056976],[-2.557967492794889,48.48467602723149],[-2.558404506700341,48.48462668491192],[-2.558535323889017,48.48442756003924],[-2.559166821926145,48.484574716961454],[-2.559537021462266,48.484381503194676],[-2.560059525402497,48.484421937591],[-2.560361028046467,48.48433565340859],[-2.560467028603866,48.484375774845866],[-2.560457237238791,48.484488061856005],[-2.560040985187753,48.48487372553085],[-2.56019644968366,48.484983674973805],[-2.560524056316126,48.48498995767161],[-2.560954095431426,48.48452969494948],[-2.561287629788878,48.48442567314949],[-2.560994829223841,48.483839682052896],[-2.561532663603217,48.48343658781532],[-2.561843440636546,48.48288812246812],[-2.562768680188446,48.48267156771541],[-2.563030861082702,48.48271337837966],[-2.563503068766161,48.48302129797994],[-2.564384902764257,48.482894245638],[-2.564698823601808,48.482733415789056],[-2.564815829192001,48.4827621948395],[-2.564930628992312,48.48301293053859],[-2.56483067965085,48.483298094062555],[-2.564934728369867,48.48335814373208],[-2.565104838994679,48.48332490873694],[-2.565241630041788,48.483105654031995],[-2.565647874938533,48.482817837905934],[-2.566078562553125,48.48279852398333],[-2.566256233508851,48.482887583045894],[-2.566530261206346,48.483258002962764],[-2.566715240325051,48.48376066447321]]]]}"
